"","agebound","Lspline","Mspline","Sspline","gender","f"
"105",42,NA,0.0201462059742532,-0.0248776660885586,2,"FEV1"
"106",43,NA,0.0215905571576425,-0.029716980734658,2,"FEV1"
"107",44,NA,0.0225069218167597,-0.0332315057017949,2,"FEV1"
"108",45,NA,0.0227935414290723,-0.0355317434365121,2,"FEV1"
"109",46,NA,0.0224163801127428,-0.0368026390541116,2,"FEV1"
"110",47,NA,0.0213488345684176,-0.0372110116238984,2,"FEV1"
"111",48,NA,0.0195885641928015,-0.0369089595921448,2,"FEV1"
"112",49,NA,0.0173162400262896,-0.0360613890589097,2,"FEV1"
"113",50,NA,0.0147927103029026,-0.0348313881363063,2,"FEV1"
"114",51,NA,0.0122505868347744,-0.0333644805993845,2,"FEV1"
"115",52,NA,0.00989521606195076,-0.0317885734682264,2,"FEV1"
"116",53,NA,0.00787646523940033,-0.0301610825200207,2,"FEV1"
"117",54,NA,0.00628957701137267,-0.0284674957061779,2,"FEV1"
"118",55,NA,0.00521644430968138,-0.026691254349906,2,"FEV1"
"119",56,NA,0.00472918543624878,-0.0248177400003522,2,"FEV1"
"120",57,NA,0.00486197300770996,-0.022827047274395,2,"FEV1"
"121",58,NA,0.00540670385473696,-0.0206444588006223,2,"FEV1"
"122",59,NA,0.00606011785804128,-0.0181754548681416,2,"FEV1"
"123",60,NA,0.0065477341902298,-0.0153351894167111,2,"FEV1"
"124",61,NA,0.00662193506101794,-0.012047745362183,2,"FEV1"
"125",62,NA,0.00606984119893106,-0.00824822520209478,2,"FEV1"
"126",63,NA,0.0048158041521873,-0.00391170237971927,2,"FEV1"
"127",64,NA,0.00286469316159277,0.000962983585094168,2,"FEV1"
"128",65,NA,0.000223253880088592,0.00637564115011058,2,"FEV1"
"129",66,NA,-0.00310123698393383,0.0123251992975946,2,"FEV1"
"130",67,NA,-0.00710102421525249,0.0188097905277629,2,"FEV1"
"131",68,NA,-0.011744741442703,0.0258096208265366,2,"FEV1"
"132",69,NA,-0.0169387851530907,0.0332583361907364,2,"FEV1"
"133",70,NA,-0.0225857206866849,0.0410864058875589,2,"FEV1"
"134",71,NA,-0.0285955760322381,0.0492295345264138,2,"FEV1"
"135",72,NA,-0.0348852580432908,0.0576282554901069,2,"FEV1"
"136",73,NA,-0.0413780214173656,0.0662275602122171,2,"FEV1"
"137",74,NA,-0.0480132081402012,0.0749802529478736,2,"FEV1"
"138",75,NA,-0.0547679093640951,0.0838546263896041,2,"FEV1"
"139",76,NA,-0.0616275492862162,0.0928236972426473,2,"FEV1"
"140",77,NA,-0.0685785319045262,0.101862423548236,2,"FEV1"
"141",78,NA,-0.0756081718914015,0.110947563736106,2,"FEV1"
"142",79,NA,-0.0827046309245532,0.120057546972407,2,"FEV1"
"143",80,NA,-0.0898567498823066,0.129172422275528,2,"FEV1"
"144",81,NA,-0.0970511213443697,0.138275552024863,2,"FEV1"
"145",82,NA,-0.104271992477059,0.147353540083564,2,"FEV1"
"146",83,NA,-0.111504528634212,0.156394060697014,2,"FEV1"
"147",84,NA,-0.118734917671885,0.165385679692848,2,"FEV1"
"148",85,NA,-0.125950300723506,0.174317793143606,2,"FEV1"
"149",86,NA,-0.13313870811178,0.183180570620435,2,"FEV1"
"150",87,NA,-0.140289019414217,0.191964925638541,2,"FEV1"
"151",88,NA,-0.147393002579138,0.200664942676467,2,"FEV1"
"152",89,NA,-0.154446943310123,0.209279818656384,2,"FEV1"
