sex;parameter;age;mspline;sspline
0;FEV1;70.75;-0.094480513;6.07e-05
0;FEV1;71.0;-0.095538029;6.12e-05
0;FEV1;71.25;-0.096592222;6.16e-05
0;FEV1;71.5;-0.097643105;6.21e-05
0;FEV1;71.75;-0.098690689;6.26e-05
0;FEV1;72.0;-0.099734987;6.31e-05
0;FEV1;72.25;-0.100776009;6.36e-05
0;FEV1;72.5;-0.101813771;6.41e-05
0;FEV1;72.75;-0.102848285;6.46e-05
0;FEV1;73.0;-0.103879565;6.5e-05
0;FEV1;73.25;-0.104907624;6.55e-05
0;FEV1;73.5;-0.10593247;6.6e-05
0;FEV1;73.75;-0.106954111;6.65e-05
0;FEV1;74.0;-0.107972555;6.69e-05
0;FEV1;74.25;-0.108987814;6.74e-05
0;FEV1;74.5;-0.109999905;6.79e-05
0;FEV1;74.75;-0.111008849;6.83e-05
0;FEV1;75.0;-0.112014668;6.88e-05
0;FEV1;75.25;-0.113017378;6.93e-05
0;FEV1;75.5;-0.114016982;6.97e-05
0;FEV1;75.75;-0.115013479;7.02e-05
0;FEV1;76.0;-0.11600687;7.06e-05
0;FEV1;76.25;-0.116997155;7.11e-05
0;FEV1;76.5;-0.117984333;7.16e-05
0;FEV1;76.75;-0.118968406;7.2e-05
0;FEV1;77.0;-0.119949373;7.25e-05
0;FEV1;77.25;-0.120927236;7.29e-05
0;FEV1;77.5;-0.121901996;7.34e-05
0;FEV1;77.75;-0.122873654;7.38e-05
0;FEV1;78.0;-0.123842211;7.43e-05
0;FVC;18.0;-0.069383818;1.85e-05
0;FVC;18.25;-0.065342827;1.6e-05
0;FVC;18.5;-0.061362736;1.35e-05
0;FVC;18.75;-0.05744754;1.11e-05
0;FVC;19.0;-0.05360085;8.77e-06
0;FVC;19.25;-0.049825947;6.5e-06
0;FVC;19.5;-0.046125854;4.31e-06
0;FVC;19.75;-0.042503306;2.21e-06
0;FVC;20.0;-0.038960759;2.13e-07
0;FVC;20.25;-0.035500685;-1.68e-06
0;FVC;20.5;-0.03212639;-3.46e-06
0;FVC;20.75;-0.02884113;-5.12e-06
0;FVC;21.0;-0.025647844;-6.65e-06
0;FVC;21.25;-0.022549404;-8.06e-06
0;FVC;21.5;-0.019549261;-9.35e-06
0;FVC;21.75;-0.016650754;-1.05e-05
0;FVC;22.0;-0.013856909;-1.15e-05
0;FVC;22.25;-0.011169957;-1.24e-05
0;FVC;22.5;-0.008589901;-1.32e-05
0;FVC;22.75;-0.006116169;-1.39e-05
0;FVC;23.0;-0.00374814;-1.44e-05
0;FVC;23.25;-0.001485019;-1.48e-05
0;FVC;23.5;0.000674538;-1.51e-05
0;FVC;23.75;0.002731997;-1.54e-05
0;FVC;24.0;0.004688808;-1.55e-05
0;FVC;24.25;0.006546799;-1.55e-05
0;FVC;24.5;0.008309299;-1.54e-05
0;FVC;24.75;0.009979886;-1.52e-05
0;FVC;25.0;0.011561988;-1.5e-05
0;FVC;25.25;0.013058917;-1.46e-05
0;FVC;25.5;0.014473941;-1.42e-05
0;FVC;25.75;0.01581022;-1.37e-05
0;FVC;26.0;0.017070779;-1.32e-05
0;FVC;26.25;0.018258689;-1.26e-05
0;FVC;26.5;0.019377536;-1.19e-05
0;FVC;26.75;0.020430913;-1.12e-05
0;FVC;27.0;0.021422252;-1.04e-05
0;FVC;27.25;0.022354794;-9.62e-06
0;FVC;27.5;0.023231485;-8.79e-06
0;FVC;27.75;0.024055105;-7.93e-06
0;FVC;28.0;0.024828315;-7.04e-06
0;FVC;28.25;0.025553604;-6.14e-06
0;FVC;28.5;0.026233106;-5.21e-06
0;FVC;28.75;0.026868808;-4.28e-06
0;FVC;29.0;0.027462618;-3.34e-06
0;FVC;29.25;0.028016365;-2.4e-06
0;FVC;29.5;0.028531793;-1.47e-06
0;FVC;29.75;0.029010576;-5.35e-07
0;FVC;30.0;0.029454322;3.87e-07
0;FVC;30.25;0.029864377;1.3e-06
0;FVC;30.5;0.030241266;2.19e-06
0;FVC;30.75;0.030585307;3.07e-06
0;FVC;31.0;0.03089682;3.92e-06
0;FVC;31.25;0.031176139;4.76e-06
0;FVC;31.5;0.031423656;5.57e-06
0;FVC;31.75;0.03163977;6.36e-06
0;FVC;32.0;0.03182488;7.12e-06
0;FVC;32.25;0.031979328;7.85e-06
0;FVC;32.5;0.032103277;8.55e-06
0;FVC;32.75;0.032196847;9.22e-06
0;FVC;33.0;0.032260169;9.86e-06
0;FVC;33.25;0.032293354;1.05e-05
0;FVC;33.5;0.032296447;1.1e-05
0;FVC;33.75;0.032269477;1.16e-05
0;FVC;34.0;0.032212486;1.21e-05
0;FVC;34.25;0.032125553;1.26e-05
0;FVC;34.5;0.032008872;1.3e-05
0;FVC;34.75;0.031862665;1.34e-05
0;FVC;35.0;0.031687156;1.38e-05
0;FVC;35.25;0.03148266;1.41e-05
0;FVC;35.5;0.031249837;1.44e-05
0;FVC;35.75;0.030989419;1.47e-05
0;FVC;36.0;0.030702116;1.5e-05
0;FVC;36.25;0.030388598;1.52e-05
0;FVC;36.5;0.030049437;1.54e-05
0;FVC;36.75;0.029685168;1.55e-05
0;FVC;37.0;0.029296315;1.57e-05
0;FVC;37.25;0.028883435;1.58e-05
0;FVC;37.5;0.028447259;1.58e-05
0;FVC;37.75;0.027988539;1.59e-05
0;FVC;38.0;0.027508009;1.59e-05
0;FVC;38.25;0.027006417;1.59e-05
0;FVC;38.5;0.026484641;1.59e-05
0;FVC;38.75;0.025943571;1.59e-05
0;FVC;39.0;0.025384067;1.58e-05
0;FVC;39.25;0.02480695;1.58e-05
0;FVC;39.5;0.024212962;1.57e-05
0;FVC;39.75;0.02360281;1.56e-05
0;FVC;40.0;0.022977176;1.54e-05
0;FVC;40.25;0.022336756;1.53e-05
0;FVC;40.5;0.021682343;1.51e-05
0;FVC;40.75;0.021014735;1.5e-05
0;FVC;41.0;0.020334705;1.48e-05
0;FVC;41.25;0.019643013;1.46e-05
0;FVC;41.5;0.018940446;1.44e-05
0;FVC;41.75;0.018227777;1.42e-05
0;FVC;42.0;0.017505755;1.4e-05
0;FVC;42.25;0.016775109;1.37e-05
0;FVC;42.5;0.016036573;1.35e-05
0;FVC;42.75;0.015290862;1.32e-05
0;FVC;43.0;0.014538669;1.29e-05
0;FVC;43.25;0.013780621;1.27e-05
0;FVC;43.5;0.013017154;1.24e-05
0;FVC;43.75;0.012248648;1.21e-05
0;FVC;44.0;0.011475471;1.18e-05
0;FVC;44.25;0.010697935;1.14e-05
0;FVC;44.5;0.009916157;1.11e-05
0;FVC;44.75;0.009130207;1.08e-05
0;FVC;45.0;0.008340153;1.05e-05
0;FVC;45.25;0.007546074;1.01e-05
0;FVC;45.5;0.006748089;9.76e-06
0;FVC;45.75;0.005946327;9.4e-06
0;FVC;46.0;0.005140912;9.03e-06
0;FVC;46.25;0.004331957;8.66e-06
0;FVC;46.5;0.003519537;8.28e-06
0;FVC;46.75;0.00270372;7.89e-06
0;FVC;47.0;0.001884569;7.5e-06
0;FVC;47.25;0.001062087;7.1e-06
0;FVC;47.5;0.000236034;6.69e-06
0;FVC;47.75;-0.000593881;6.28e-06
0;FVC;48.0;-0.00142794;5.86e-06
0;FVC;48.25;-0.002266407;5.44e-06
0;FVC;48.5;-0.00310951;5.01e-06
0;FVC;48.75;-0.003957465;4.58e-06
0;FVC;49.0;-0.004810477;4.15e-06
0;FVC;49.25;-0.005668756;3.7e-06
0;FVC;49.5;-0.00653255;3.26e-06
0;FVC;49.75;-0.007402107;2.81e-06
0;FVC;50.0;-0.008277669;2.36e-06
0;FVC;50.25;-0.009159424;1.9e-06
0;FVC;50.5;-0.010047374;1.44e-06
0;FVC;50.75;-0.010941478;9.78e-07
0;FVC;51.0;-0.011841694;5.12e-07
0;FVC;51.25;-0.01274793;4.34e-08
0;FVC;51.5;-0.013659897;-4.28e-07
0;FVC;51.75;-0.014577263;-9.02e-07
0;FVC;52.0;-0.015499705;-1.38e-06
0;FVC;52.25;-0.016426918;-1.86e-06
0;FVC;52.5;-0.017358643;-2.34e-06
0;FVC;52.75;-0.018294639;-2.82e-06
0;FVC;53.0;-0.019234669;-3.3e-06
0;FVC;53.25;-0.0201785;-3.79e-06
0;FVC;53.5;-0.0211259;-4.28e-06
0;FVC;53.75;-0.022076637;-4.76e-06
0;FVC;54.0;-0.023030488;-5.25e-06
0;FVC;54.25;-0.023987232;-5.74e-06
0;FVC;54.5;-0.024946642;-6.24e-06
0;FVC;54.75;-0.025908494;-6.73e-06
0;FVC;55.0;-0.02687257;-7.22e-06
0;FVC;55.25;-0.027838655;-7.71e-06
0;FVC;55.5;-0.028806527;-8.21e-06
0;FVC;55.75;-0.029775967;-8.7e-06
0;FVC;56.0;-0.030746762;-9.19e-06
0;FVC;56.25;-0.031718704;-9.69e-06
0;FVC;56.5;-0.032691592;-1.02e-05
0;FVC;56.75;-0.033665232;-1.07e-05
0;FVC;57.0;-0.034639434;-1.12e-05
0;FVC;57.25;-0.035614013;-1.17e-05
0;FVC;57.5;-0.036588791;-1.22e-05
0;FVC;57.75;-0.037563594;-1.26e-05
0;FVC;58.0;-0.038538254;-1.31e-05
0;FVC;58.25;-0.039512603;-1.36e-05
0;FVC;58.5;-0.04048647;-1.41e-05
0;FVC;58.75;-0.041459682;-1.46e-05
0;FVC;59.0;-0.042432074;-1.51e-05
0;FVC;59.25;-0.043403478;-1.56e-05
0;FVC;59.5;-0.044373708;-1.61e-05
0;FVC;59.75;-0.045342577;-1.65e-05
0;FVC;60.0;-0.046309902;-1.7e-05
0;FVC;60.25;-0.047275506;-1.75e-05
0;FVC;60.5;-0.048239221;-1.8e-05
0;FVC;60.75;-0.04920088;-1.85e-05
0;FVC;61.0;-0.050160325;-1.89e-05
0;FVC;61.25;-0.0511174;-1.94e-05
0;FVC;61.5;-0.052071953;-1.99e-05
0;FVC;61.75;-0.05302384;-2.04e-05
0;FVC;62.0;-0.053972917;-2.08e-05
0;FVC;62.25;-0.054919045;-2.13e-05
0;FVC;62.5;-0.055862076;-2.18e-05
0;FVC;62.75;-0.056801868;-2.22e-05
0;FVC;63.0;-0.057738279;-2.27e-05
0;FVC;63.25;-0.058671188;-2.31e-05
0;FVC;63.5;-0.059600541;-2.36e-05
0;FVC;63.75;-0.060526302;-2.4e-05
0;FVC;64.0;-0.061448434;-2.45e-05
0;FVC;64.25;-0.062366909;-2.49e-05
0;FVC;64.5;-0.063281715;-2.54e-05
0;FVC;64.75;-0.064192848;-2.58e-05
0;FVC;65.0;-0.065100304;-2.63e-05
0;FVC;65.25;-0.066004077;-2.67e-05
0;FVC;65.5;-0.066904157;-2.72e-05
0;FVC;65.75;-0.067800534;-2.76e-05
0;FVC;66.0;-0.068693198;-2.8e-05
0;FVC;66.25;-0.069582141;-2.85e-05
0;FVC;66.5;-0.070467356;-2.89e-05
0;FVC;66.75;-0.071348839;-2.93e-05
0;FVC;67.0;-0.072226587;-2.97e-05
0;FVC;67.25;-0.073100594;-3.02e-05
0;FVC;67.5;-0.07397085;-3.06e-05
0;FVC;67.75;-0.074837343;-3.1e-05
0;FVC;68.0;-0.075700063;-3.14e-05
0;FVC;68.25;-0.076559009;-3.18e-05
0;FVC;68.5;-0.077414223;-3.23e-05
0;FVC;68.75;-0.078265759;-3.27e-05
0;FVC;69.0;-0.079113666;-3.31e-05
0;FVC;69.25;-0.079957996;-3.35e-05
0;FVC;69.5;-0.080798797;-3.39e-05
0;FVC;69.75;-0.081636119;-3.43e-05
0;FVC;70.0;-0.082470011;-3.47e-05
0;FVC;70.25;-0.083300518;-3.51e-05
0;FVC;70.5;-0.084127693;-3.55e-05
0;FVC;70.75;-0.084951585;-3.59e-05
0;FVC;71.0;-0.085772244;-3.63e-05
0;FVC;71.25;-0.086589717;-3.67e-05
0;FVC;71.5;-0.087404049;-3.71e-05
0;FVC;71.75;-0.088215286;-3.75e-05
0;FVC;72.0;-0.089023471;-3.79e-05
0;FVC;72.25;-0.089828648;-3.83e-05
0;FVC;72.5;-0.09063086;-3.87e-05
0;FVC;72.75;-0.091430153;-3.91e-05
0;FVC;73.0;-0.09222657;-3.95e-05
0;FVC;73.25;-0.093020152;-3.99e-05
0;FVC;73.5;-0.093810932;-4.03e-05
0;FVC;73.75;-0.094598941;-4.06e-05
0;FVC;74.0;-0.095384209;-4.1e-05
0;FVC;74.25;-0.096166766;-4.14e-05
0;FVC;74.5;-0.096946631;-4.18e-05
0;FVC;74.75;-0.097723825;-4.22e-05
0;FVC;75.0;-0.098498365;-4.26e-05
0;FVC;75.25;-0.099270273;-4.29e-05
0;FVC;75.5;-0.100039568;-4.33e-05
0;FVC;75.75;-0.100806275;-4.37e-05
0;FVC;76.0;-0.101570413;-4.41e-05
0;FVC;76.25;-0.102332006;-4.44e-05
0;FVC;76.5;-0.103091075;-4.48e-05
0;FVC;76.75;-0.103847639;-4.52e-05
0;FVC;77.0;-0.104601722;-4.56e-05
0;FVC;77.25;-0.105353342;-4.59e-05
0;FVC;77.5;-0.106102521;-4.63e-05
0;FVC;77.75;-0.106849278;-4.67e-05
0;FVC;78.0;-0.107593633;-4.7e-05
0;FEF75;18.0;-0.000530734;-0.000104443
0;FEF75;18.25;-0.000517294;-9.94e-05
0;FEF75;18.5;-0.000504037;-9.44e-05
0;FEF75;18.75;-0.000490959;-8.95e-05
0;FEF75;19.0;-0.000478055;-8.46e-05
0;FEF75;19.25;-0.000465319;-7.99e-05
0;FEF75;19.5;-0.000452748;-7.52e-05
0;FEF75;19.75;-0.000440335;-7.06e-05
0;FEF75;20.0;-0.000428075;-6.6e-05
0;FEF75;20.25;-0.000415964;-6.16e-05
0;FEF75;20.5;-0.000403999;-5.72e-05
0;FEF75;20.75;-0.000392175;-5.28e-05
0;FEF75;21.0;-0.00038049;-4.86e-05
0;FEF75;21.25;-0.000368941;-4.44e-05
0;FEF75;21.5;-0.000357525;-4.03e-05
0;FEF75;21.75;-0.000346241;-3.62e-05
0;FEF75;22.0;-0.000335086;-3.22e-05
0;FEF75;22.25;-0.00032406;-2.83e-05
0;FEF75;22.5;-0.000313163;-2.45e-05
0;FEF75;22.75;-0.000302396;-2.07e-05
0;FEF75;23.0;-0.000291759;-1.7e-05
0;FEF75;23.25;-0.000281254;-1.34e-05
0;FEF75;23.5;-0.00027088;-9.8e-06
0;FEF75;23.75;-0.00026064;-6.34e-06
0;FEF75;24.0;-0.000250535;-2.95e-06
0;FEF75;24.25;-0.000240564;3.44e-07
0;FEF75;24.5;-0.00023073;3.55e-06
0;FEF75;24.75;-0.000221034;6.67e-06
0;FEF75;25.0;-0.000211479;9.69e-06
0;FEF75;25.25;-0.000202064;1.26e-05
0;FEF75;25.5;-0.000192791;1.55e-05
0;FEF75;25.75;-0.000183662;1.82e-05
0;FEF75;26.0;-0.000174677;2.08e-05
0;FEF75;26.25;-0.000165837;2.33e-05
0;FEF75;26.5;-0.000157143;2.58e-05
0;FEF75;26.75;-0.000148596;2.81e-05
0;FEF75;27.0;-0.000140197;3.03e-05
0;FEF75;27.25;-0.000131948;3.25e-05
0;FEF75;27.5;-0.000123848;3.45e-05
0;FEF75;27.75;-0.000115898;3.64e-05
0;FEF75;28.0;-0.000108099;3.82e-05
0;FEF75;28.25;-0.000100451;4e-05
0;FEF75;28.5;-9.3e-05;4.16e-05
0;FEF75;28.75;-8.56e-05;4.32e-05
0;FEF75;29.0;-7.84e-05;4.46e-05
0;FEF75;29.25;-7.14e-05;4.6e-05
0;FEF75;29.5;-6.45e-05;4.73e-05
0;FEF75;29.75;-5.78e-05;4.85e-05
0;FEF75;30.0;-5.12e-05;4.96e-05
0;FEF75;30.25;-4.48e-05;5.06e-05
0;FEF75;30.5;-3.85e-05;5.15e-05
0;FEF75;30.75;-3.24e-05;5.24e-05
0;FEF75;31.0;-2.65e-05;5.32e-05
0;FEF75;31.25;-2.06e-05;5.39e-05
0;FEF75;31.5;-1.5e-05;5.45e-05
0;FEF75;31.75;-9.48e-06;5.51e-05
0;FEF75;32.0;-4.12e-06;5.56e-05
0;FEF75;32.25;1.09e-06;5.6e-05
0;FEF75;32.5;6.16e-06;5.64e-05
0;FEF75;32.75;1.11e-05;5.67e-05
0;FEF75;33.0;1.59e-05;5.69e-05
0;FEF75;33.25;2.05e-05;5.71e-05
0;FEF75;33.5;2.5e-05;5.72e-05
0;FEF75;33.75;2.94e-05;5.72e-05
0;FEF75;34.0;3.36e-05;5.72e-05
0;FEF75;34.25;3.77e-05;5.72e-05
0;FEF75;34.5;4.17e-05;5.7e-05
0;FEF75;34.75;4.55e-05;5.69e-05
0;FEF75;35.0;4.93e-05;5.66e-05
0;FEF75;35.25;5.28e-05;5.64e-05
0;FEF75;35.5;5.63e-05;5.6e-05
0;FEF75;35.75;5.96e-05;5.57e-05
0;FEF75;36.0;6.29e-05;5.52e-05
0;FEF75;36.25;6.6e-05;5.48e-05
0;FEF75;36.5;6.89e-05;5.43e-05
0;FEF75;36.75;7.18e-05;5.37e-05
0;FEF75;37.0;7.45e-05;5.32e-05
0;FEF75;37.25;7.72e-05;5.25e-05
0;FEF75;37.5;7.97e-05;5.19e-05
0;FEF75;37.75;8.21e-05;5.12e-05
0;FEF75;38.0;8.44e-05;5.05e-05
0;FEF75;38.25;8.66e-05;4.97e-05
0;FEF75;38.5;8.87e-05;4.89e-05
0;FEF75;38.75;9.07e-05;4.81e-05
0;FEF75;39.0;9.25e-05;4.72e-05
0;FEF75;39.25;9.43e-05;4.64e-05
0;FEF75;39.5;9.6e-05;4.54e-05
0;FEF75;39.75;9.75e-05;4.45e-05
0;FEF75;40.0;9.9e-05;4.35e-05
0;FEF75;40.25;0.000100342;4.25e-05
0;FEF75;40.5;0.000101605;4.15e-05
0;FEF75;40.75;0.00010277;4.05e-05
0;FEF75;41.0;0.00010384;3.94e-05
0;FEF75;41.25;0.000104815;3.83e-05
0;FEF75;41.5;0.000105696;3.72e-05
0;FEF75;41.75;0.000106485;3.61e-05
0;FEF75;42.0;0.000107184;3.49e-05
0;FEF75;42.25;0.000107793;3.38e-05
0;FEF75;42.5;0.000108314;3.26e-05
0;FEF75;42.75;0.000108748;3.13e-05
0;FEF75;43.0;0.000109096;3.01e-05
0;FEF75;43.25;0.000109359;2.89e-05
0;FEF75;43.5;0.000109539;2.76e-05
0;FEF75;43.75;0.000109638;2.63e-05
0;FEF75;44.0;0.000109657;2.5e-05
0;FEF75;44.25;0.000109598;2.37e-05
0;FEF75;44.5;0.000109462;2.24e-05
0;FEF75;44.75;0.000109254;2.1e-05
0;FEF75;45.0;0.000108973;1.97e-05
0;FEF75;45.25;0.000108623;1.83e-05
0;FEF75;45.5;0.000108205;1.69e-05
0;FEF75;45.75;0.000107722;1.56e-05
0;FEF75;46.0;0.000107174;1.42e-05
0;FEF75;46.25;0.000106564;1.28e-05
0;FEF75;46.5;0.000105894;1.14e-05
0;FEF75;46.75;0.000105165;9.94e-06
0;FEF75;47.0;0.000104378;8.52e-06
0;FEF75;47.25;0.000103537;7.09e-06
0;FEF75;47.5;0.000102641;5.65e-06
0;FEF75;47.75;0.000101695;4.21e-06
0;FEF75;48.0;0.000100698;2.77e-06
0;FEF75;48.25;9.97e-05;1.32e-06
0;FEF75;48.5;9.86e-05;-1.3e-07
0;FEF75;48.75;9.74e-05;-1.58e-06
0;FEF75;49.0;9.63e-05;-3.04e-06
0;FEF75;49.25;9.5e-05;-4.5e-06
0;FEF75;49.5;9.38e-05;-5.96e-06
0;FEF75;49.75;9.25e-05;-7.42e-06
0;FEF75;50.0;9.11e-05;-8.88e-06
0;FEF75;50.25;8.98e-05;-1.03e-05
0;FEF75;50.5;8.84e-05;-1.18e-05
0;FEF75;50.75;8.69e-05;-1.33e-05
0;FEF75;51.0;8.55e-05;-1.47e-05
0;FEF75;51.25;8.4e-05;-1.62e-05
0;FEF75;51.5;8.25e-05;-1.77e-05
0;FEF75;51.75;8.09e-05;-1.91e-05
0;FEF75;52.0;7.94e-05;-2.06e-05
0;FEF75;52.25;7.78e-05;-2.2e-05
0;FEF75;52.5;7.61e-05;-2.35e-05
0;FEF75;52.75;7.45e-05;-2.49e-05
0;FEF75;53.0;7.28e-05;-2.64e-05
0;FEF75;53.25;7.12e-05;-2.78e-05
0;FEF75;53.5;6.95e-05;-2.93e-05
0;FEF75;53.75;6.78e-05;-3.07e-05
0;FEF75;54.0;6.6e-05;-3.21e-05
0;FEF75;54.25;6.43e-05;-3.36e-05
0;FEF75;54.5;6.25e-05;-3.5e-05
0;FEF75;54.75;6.08e-05;-3.64e-05
0;FEF75;55.0;5.9e-05;-3.78e-05
0;FEF75;55.25;5.72e-05;-3.93e-05
0;FEF75;55.5;5.54e-05;-4.07e-05
0;FEF75;55.75;5.36e-05;-4.21e-05
0;FEF75;56.0;5.18e-05;-4.35e-05
0;FEF75;56.25;4.99e-05;-4.49e-05
0;FEF75;56.5;4.81e-05;-4.63e-05
0;FEF75;56.75;4.63e-05;-4.77e-05
0;FEF75;57.0;4.44e-05;-4.9e-05
0;FEF75;57.25;4.26e-05;-5.04e-05
0;FEF75;57.5;4.07e-05;-5.18e-05
0;FEF75;57.75;3.89e-05;-5.31e-05
0;FEF75;58.0;3.7e-05;-5.45e-05
0;FEF75;58.25;3.52e-05;-5.59e-05
0;FEF75;58.5;3.33e-05;-5.72e-05
0;FEF75;58.75;3.14e-05;-5.85e-05
0;FEF75;59.0;2.95e-05;-5.99e-05
0;FEF75;59.25;2.77e-05;-6.12e-05
0;FEF75;59.5;2.58e-05;-6.25e-05
0;FEF75;59.75;2.39e-05;-6.39e-05
0;FEF75;60.0;2.21e-05;-6.52e-05
0;FEF75;60.25;2.02e-05;-6.65e-05
0;FEF75;60.5;1.83e-05;-6.78e-05
0;FEF75;60.75;1.65e-05;-6.91e-05
0;FEF75;61.0;1.46e-05;-7.03e-05
0;FEF75;61.25;1.27e-05;-7.16e-05
0;FEF75;61.5;1.09e-05;-7.29e-05
0;FEF75;61.75;8.99e-06;-7.42e-05
0;FEF75;62.0;7.12e-06;-7.54e-05
0;FEF75;62.25;5.26e-06;-7.67e-05
0;FEF75;62.5;3.4e-06;-7.79e-05
0;FEF75;62.75;1.54e-06;-7.92e-05
0;FEF75;63.0;-3.11e-07;-8.04e-05
0;FEF75;63.25;-2.16e-06;-8.17e-05
0;FEF75;63.5;-4.01e-06;-8.29e-05
0;FEF75;63.75;-5.86e-06;-8.41e-05
0;FEF75;64.0;-7.7e-06;-8.53e-05
0;FEF75;64.25;-9.55e-06;-8.65e-05
0;FEF75;64.5;-1.14e-05;-8.77e-05
0;FEF75;64.75;-1.32e-05;-8.89e-05
0;FEF75;65.0;-1.51e-05;-9.01e-05
0;FEF75;65.25;-1.69e-05;-9.13e-05
0;FEF75;65.5;-1.87e-05;-9.25e-05
0;FEF75;65.75;-2.05e-05;-9.36e-05
0;FEF75;66.0;-2.23e-05;-9.48e-05
0;FEF75;66.25;-2.42e-05;-9.6e-05
0;FEF75;66.5;-2.6e-05;-9.71e-05
0;FEF75;66.75;-2.78e-05;-9.83e-05
0;FEF75;67.0;-2.96e-05;-9.94e-05
0;FEF75;67.25;-3.14e-05;-0.000100534
0;FEF75;67.5;-3.32e-05;-0.000101666
0;FEF75;67.75;-3.5e-05;-0.000102792
0;FEF75;68.0;-3.67e-05;-0.000103913
0;FEF75;68.25;-3.85e-05;-0.000105028
0;FEF75;68.5;-4.03e-05;-0.000106138
0;FEF75;68.75;-4.21e-05;-0.000107243
0;FEF75;69.0;-4.38e-05;-0.000108343
0;FEF75;69.25;-4.56e-05;-0.000109437
0;FEF75;69.5;-4.74e-05;-0.000110527
0;FEF75;69.75;-4.91e-05;-0.000111611
0;FEF75;70.0;-5.09e-05;-0.000112691
0;FEF75;70.25;-5.26e-05;-0.000113766
0;FEF75;70.5;-5.44e-05;-0.000114837
0;FEF75;70.75;-5.61e-05;-0.000115902
0;FEF75;71.0;-5.78e-05;-0.000116963
0;FEF75;71.25;-5.96e-05;-0.00011802
0;FEF75;71.5;-6.13e-05;-0.000119072
0;FEF75;71.75;-6.3e-05;-0.00012012
0;FEF75;72.0;-6.47e-05;-0.000121163
0;FEF75;72.25;-6.64e-05;-0.000122203
0;FEF75;72.5;-6.81e-05;-0.000123238
0;FEF75;72.75;-6.98e-05;-0.000124269
0;FEF75;73.0;-7.15e-05;-0.000125296
0;FEF75;73.25;-7.32e-05;-0.000126318
0;FEF75;73.5;-7.49e-05;-0.000127337
0;FEF75;73.75;-7.66e-05;-0.000128352
0;FEF75;74.0;-7.83e-05;-0.000129364
0;FEF75;74.25;-7.99e-05;-0.000130371
0;FEF75;74.5;-8.16e-05;-0.000131375
0;FEF75;74.75;-8.33e-05;-0.000132375
0;FEF75;75.0;-8.49e-05;-0.000133371
0;FEF75;75.25;-8.66e-05;-0.000134363
0;FEF75;75.5;-8.82e-05;-0.000135352
0;FEF75;75.75;-8.99e-05;-0.000136338
0;FEF75;76.0;-9.15e-05;-0.00013732
0;FEF75;76.25;-9.31e-05;-0.000138298
0;FEF75;76.5;-9.48e-05;-0.000139273
0;FEF75;76.75;-9.64e-05;-0.000140245
0;FEF75;77.0;-9.8e-05;-0.000141213
0;FEF75;77.25;-9.96e-05;-0.000142178
0;FEF75;77.5;-0.000101204;-0.00014314
0;FEF75;77.75;-0.000102804;-0.000144099
0;FEF75;78.0;-0.0001044;-0.000145054
0;FEF2575;18.0;-0.191643839;-3.37e-05
0;FEF2575;18.25;-0.183771232;-3.25e-05
0;FEF2575;18.5;-0.176012343;-3.12e-05
0;FEF2575;18.75;-0.168370401;-3e-05
0;FEF2575;19.0;-0.160848257;-2.88e-05
0;FEF2575;19.25;-0.153447503;-2.76e-05
0;FEF2575;19.5;-0.146165892;-2.63e-05
0;FEF2575;19.75;-0.139000346;-2.51e-05
0;FEF2575;20.0;-0.1319479;-2.39e-05
0;FEF2575;20.25;-0.125006129;-2.27e-05
0;FEF2575;20.5;-0.118174367;-2.15e-05
0;FEF2575;20.75;-0.111452308;-2.02e-05
0;FEF2575;21.0;-0.104839573;-1.9e-05
0;FEF2575;21.25;-0.098336149;-1.78e-05
0;FEF2575;21.5;-0.091943654;-1.65e-05
0;FEF2575;21.75;-0.085663926;-1.53e-05
0;FEF2575;22.0;-0.079498586;-1.4e-05
0;FEF2575;22.25;-0.073449282;-1.28e-05
0;FEF2575;22.5;-0.067518358;-1.15e-05
0;FEF2575;22.75;-0.061708136;-1.03e-05
0;FEF2575;23.0;-0.056020692;-9.07e-06
0;FEF2575;23.25;-0.050457934;-7.84e-06
0;FEF2575;23.5;-0.045021784;-6.63e-06
0;FEF2575;23.75;-0.039714003;-5.43e-06
0;FEF2575;24.0;-0.034536152;-4.25e-06
0;FEF2575;24.25;-0.029489316;-3.09e-06
0;FEF2575;24.5;-0.024573282;-1.94e-06
0;FEF2575;24.75;-0.019787479;-8.19e-07
0;FEF2575;25.0;-0.015131285;2.79e-07
0;FEF2575;25.25;-0.010603975;1.35e-06
0;FEF2575;25.5;-0.00620458;2.4e-06
0;FEF2575;25.75;-0.001932054;3.41e-06
0;FEF2575;26.0;0.002214668;4.4e-06
0;FEF2575;26.25;0.006236939;5.35e-06
0;FEF2575;26.5;0.010137192;6.27e-06
0;FEF2575;26.75;0.013918063;7.16e-06
0;FEF2575;27.0;0.01758211;8.01e-06
0;FEF2575;27.25;0.021131784;8.83e-06
0;FEF2575;27.5;0.024569324;9.62e-06
0;FEF2575;27.75;0.027896877;1.04e-05
0;FEF2575;28.0;0.031116534;1.11e-05
0;FEF2575;28.25;0.034230334;1.18e-05
0;FEF2575;28.5;0.037240261;1.24e-05
0;FEF2575;28.75;0.040148247;1.3e-05
0;FEF2575;29.0;0.04295618;1.36e-05
0;FEF2575;29.25;0.045665898;1.42e-05
0;FEF2575;29.5;0.048279193;1.47e-05
