sex;parameter;age;mspline;sspline
0;FEF50;47.75;0.053707865;1.48e-05
0;FEF50;48.0;0.051569384;1.41e-05
0;FEF50;48.25;0.049372477;1.33e-05
0;FEF50;48.5;0.047118745;1.26e-05
0;FEF50;48.75;0.044809748;1.18e-05
0;FEF50;49.0;0.042447008;1.1e-05
0;FEF50;49.25;0.040032106;1.02e-05
0;FEF50;49.5;0.037566965;9.41e-06
0;FEF50;49.75;0.035053549;8.57e-06
0;FEF50;50.0;0.032493777;7.72e-06
0;FEF50;50.25;0.029889534;6.85e-06
0;FEF50;50.5;0.027242722;5.96e-06
0;FEF50;50.75;0.024555215;5.06e-06
0;FEF50;51.0;0.021828836;4.15e-06
0;FEF50;51.25;0.019065359;3.23e-06
0;FEF50;51.5;0.016266486;2.29e-06
0;FEF50;51.75;0.013433871;1.34e-06
0;FEF50;52.0;0.010569126;3.74e-07
0;FEF50;52.25;0.00767383;-6e-07
0;FEF50;52.5;0.004749559;-1.58e-06
0;FEF50;52.75;0.001797856;-2.58e-06
0;FEF50;53.0;-0.001179776;-3.58e-06
0;FEF50;53.25;-0.004181812;-4.6e-06
0;FEF50;53.5;-0.00720654;-5.62e-06
0;FEF50;53.75;-0.010252235;-6.65e-06
0;FEF50;54.0;-0.013317218;-7.69e-06
0;FEF50;54.25;-0.016399856;-8.73e-06
0;FEF50;54.5;-0.019498583;-9.78e-06
0;FEF50;54.75;-0.022611876;-1.08e-05
0;FEF50;55.0;-0.025738254;-1.19e-05
0;FEF50;55.25;-0.028876266;-1.3e-05
0;FEF50;55.5;-0.032024479;-1.4e-05
0;FEF50;55.75;-0.035181493;-1.51e-05
0;FEF50;56.0;-0.038345943;-1.62e-05
0;FEF50;56.25;-0.041516513;-1.73e-05
0;FEF50;56.5;-0.044691977;-1.84e-05
0;FEF50;56.75;-0.047871157;-1.95e-05
0;FEF50;57.0;-0.051052905;-2.06e-05
0;FEF50;57.25;-0.054236199;-2.17e-05
0;FEF50;57.5;-0.057420436;-2.28e-05
0;FEF50;57.75;-0.060605128;-2.39e-05
0;FEF50;58.0;-0.063789797;-2.5e-05
0;FEF50;58.25;-0.066973969;-2.61e-05
0;FEF50;58.5;-0.070157146;-2.72e-05
0;FEF50;58.75;-0.073338835;-2.83e-05
0;FEF50;59.0;-0.076518555;-2.94e-05
0;FEF50;59.25;-0.07969584;-3.05e-05
0;FEF50;59.5;-0.082870249;-3.16e-05
0;FEF50;59.75;-0.086041354;-3.27e-05
0;FEF50;60.0;-0.089208738;-3.38e-05
0;FEF50;60.25;-0.092371993;-3.49e-05
0;FEF50;60.5;-0.095530702;-3.6e-05
0;FEF50;60.75;-0.098684459;-3.71e-05
0;FEF50;61.0;-0.101832864;-3.82e-05
0;FEF50;61.25;-0.104975563;-3.93e-05
0;FEF50;61.5;-0.108112343;-4.04e-05
0;FEF50;61.75;-0.111243027;-4.15e-05
0;FEF50;62.0;-0.114367444;-4.26e-05
0;FEF50;62.25;-0.117485434;-4.37e-05
0;FEF50;62.5;-0.120596859;-4.48e-05
0;FEF50;62.75;-0.123701592;-4.58e-05
0;FEF50;63.0;-0.126799509;-4.69e-05
0;FEF50;63.25;-0.129890488;-4.8e-05
0;FEF50;63.5;-0.132974406;-4.91e-05
0;FEF50;63.75;-0.13605114;-5.02e-05
0;FEF50;64.0;-0.139120574;-5.12e-05
0;FEF50;64.25;-0.142182592;-5.23e-05
0;FEF50;64.5;-0.145237085;-5.34e-05
0;FEF50;64.75;-0.148283946;-5.44e-05
0;FEF50;65.0;-0.151323074;-5.55e-05
0;FEF50;65.25;-0.154354367;-5.66e-05
0;FEF50;65.5;-0.157377727;-5.76e-05
0;FEF50;65.75;-0.160393058;-5.87e-05
0;FEF50;66.0;-0.163400269;-5.97e-05
0;FEF50;66.25;-0.166399267;-6.08e-05
0;FEF50;66.5;-0.169389961;-6.18e-05
0;FEF50;66.75;-0.172372264;-6.28e-05
0;FEF50;67.0;-0.175346088;-6.39e-05
0;FEF50;67.25;-0.178311351;-6.49e-05
0;FEF50;67.5;-0.181267973;-6.59e-05
0;FEF50;67.75;-0.184215877;-6.7e-05
0;FEF50;68.0;-0.18715499;-6.8e-05
0;FEF50;68.25;-0.190085239;-6.9e-05
0;FEF50;68.5;-0.19300655;-7e-05
0;FEF50;68.75;-0.195918855;-7.1e-05
0;FEF50;69.0;-0.198822083;-7.2e-05
0;FEF50;69.25;-0.201716169;-7.31e-05
0;FEF50;69.5;-0.204601048;-7.41e-05
0;FEF50;69.75;-0.207476659;-7.51e-05
0;FEF50;70.0;-0.21034294;-7.61e-05
0;FEF50;70.25;-0.213199838;-7.7e-05
0;FEF50;70.5;-0.216047313;-7.8e-05
0;FEF50;70.75;-0.218885334;-7.9e-05
0;FEF50;71.0;-0.221713868;-8e-05
0;FEF50;71.25;-0.224532898;-8.1e-05
0;FEF50;71.5;-0.227342464;-8.2e-05
0;FEF50;71.75;-0.23014262;-8.29e-05
0;FEF50;72.0;-0.232933418;-8.39e-05
0;FEF50;72.25;-0.235714908;-8.49e-05
0;FEF50;72.5;-0.238487129;-8.58e-05
0;FEF50;72.75;-0.24125012;-8.68e-05
0;FEF50;73.0;-0.244003916;-8.78e-05
0;FEF50;73.25;-0.246748557;-8.87e-05
0;FEF50;73.5;-0.249484091;-8.97e-05
0;FEF50;73.75;-0.252210569;-9.06e-05
0;FEF50;74.0;-0.254928042;-9.16e-05
0;FEF50;74.25;-0.257636551;-9.25e-05
0;FEF50;74.5;-0.260336112;-9.34e-05
0;FEF50;74.75;-0.263026732;-9.44e-05
0;FEF50;75.0;-0.265708419;-9.53e-05
0;FEF50;75.25;-0.268381191;-9.62e-05
0;FEF50;75.5;-0.271045098;-9.72e-05
0;FEF50;75.75;-0.273700199;-9.81e-05
0;FEF50;76.0;-0.276346551;-9.9e-05
0;FEF50;76.25;-0.278984212;-9.99e-05
0;FEF50;76.5;-0.28161324;-0.000100852
0;FEF50;76.75;-0.28423369;-0.000101764
0;FEF50;77.0;-0.286845618;-0.000102673
0;FEF50;77.25;-0.289449079;-0.000103579
0;FEF50;77.5;-0.292044129;-0.000104482
0;FEF50;77.75;-0.294630821;-0.000105383
0;FEF50;78.0;-0.297209209;-0.00010628
